"Priority","Organization","Project","Type","Subsidy","Matching","Total_cost","Year_start","Year_end","Project_postcode","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","Masters Choice Ltd","LoO 07/1233 PPD","ERDF","35000","N/A","96234","2008","2014","BT35 9LJ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 9LJ","54.1020037","-6.5245749"
"P1","Masters Choice Ltd","RD0810641","ERDF","24568","N/A","98270","2010","2015","BT35 9LJ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 9LJ","54.1020037","-6.5245749"
"P3","H2O Ireland Limited","Enniskillen Fibre Ring","ERDF","46325.52","N/A","92651.04","2009","2011","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6QJ","54.2001183","-6.3543883"
"P1","J.K. Fabrications Ltd","RD0709283","ERDF","7994","N/A","15989","2009","2014","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6QJ","54.2001183","-6.3543883"
"P1","J.K. Fabrications Ltd","RD1009401","ERDF","129147","N/A","243674","2009","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6QJ","54.2001183","-6.3543883"
"P1","MJM Marine Ltd","RD0409179","ERDF","323316","N/A","923761","2009","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6QJ","54.2001183","-6.3543883"
"P1","F M Environmental Ltd","RD0809343  The Development of an Innovative Containerised MBR Wastewater treatment","ERDF","65997","N/A","188563","2010","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2PF","54.154506","-6.3232484"
"P1","CCL Services (NI) Ltd","LoO 11/0700 MIS","ERDF","13225","N/A","30250","2011","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6QH","54.196167","-6.3487097"
"P1","Kilbroney Timber Frame Limited","RD0212958","ERDF","4706","N/A","9412","2012","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3BZ","54.1083587","-6.1572625"
"P1","Enviroform Solutions Ltd","RD0512559 - Encapsulation and Post Forming of Aspen Aerogels Insulation","ERDF","16497","N/A","36660","2012","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3PN","54.1129295","-6.2602911"
"P1","F M Environmental Ltd","LoO 11/0915 MIS","ERDF","20000","N/A","40000","2012","2015","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2PF","54.154506","-6.3232484"
"P1","Deli-Lites (Ireland) Limited","LoO 1211/101176060 MIS","ERDF","7664","N/A","17206","2012","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3HN","54.1005802","-6.2529607"
"P1","Marshall Day Acoustics Ireland Ltd","RD0112931 - Underwater Acoustics Modelling","ERDF","48748","N/A","64997.33","2012","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3NQ","54.0980015","-6.2524624"
"P2","Gourmet Island Limited","LoO 1206/101161067 SFA","ERDF","31900","N/A","149000","2012","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Mobile Variable Message Signs Limited","LoO 1401/101258709 MIS","ERDF","7019","N/A","18339","2013","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6EF","54.2054447","-6.3535887"
"P1","Around Noon Limited","LoO 1308/101225977 MIS","ERDF","8621","N/A","22237","2013","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QU","54.1587191","-6.3322878"
"P2","Moyfab Tool Company Ltd","LoO 1307/101227976 SFA","ERDF","40500","N/A","270000","2013","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HT","54.112564","-6.0386694"
"P1","Statsports Technologies Ltd","RD0113738 - Project IGSIM: In-Game Sports Intelligent-media","ERDF","94645","N/A","315483.33","2013","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2EA","54.17117","-6.3321764"
"P1","Environmental Products and Services Ltd","Grant For Research And Development - RD0613886 - GreaseShield PDI - Pro Active Grease Recovery Units","ERDF","216290","N/A","480645","2013","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6JQ","54.2022096","-6.3516249"
"P2","Gourmet Island Limited","LoO 1408/101307690 SFA","ERDF","46700","N/A","208500","2014","2016","N/A","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Red Bay Boats Ltd","RD1011828  Development of New Redbay Stormforce 16","ERDF","49074","N/A","163580","2011","2015","BT44 0TE","Northern Ireland","N/A","First","Moyle","Ballymena","BT44 0TE","55.0755733","-6.058513"
"P1","Marine Hotel (Ballycastle) Ltd","LoO 1204/101211573 MIS","ERDF","11660","N/A","29249.33","2013","2016","N/A","Northern Ireland","N/A","First","Moyle","Ballycastle","BT54 6BN","55.2049515","-6.2397839"
"P1","Ulster Engineering Ltd","RD0509223 - Confidential Shredder for Computer Hard Drives to Under 6mm","ERDF","49198","N/A","81977","2009","2015","BT39 0PU","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8EY","54.7654278","-6.5178131"
"P1","Essential Designs (U.K) Ltd","LoO 1302/101193607 MIS","ERDF","14847","N/A","45118","2013","2016","BT44 8NQ","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8HG","54.767315","-6.55133"
"P1","Peden Power Limited","LoO 08/0006 MIS","ERDF","5587","N/A","12770","2008","2014","BT45 5EY","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5EY","54.7611517","-6.6002802"
"P1","William Clark & Sons Ltd","LoO 07/0817 PPD","ERDF","18918","N/A","47296","2007","2014","BT45 5RZ","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 6PR","54.7540459","-6.6112581"
"P1","McErlains Bakery (Magherafelt) Ltd","LoO 08/0824 MIS","ERDF","21250","N/A","43161","2008","2014","BT45 6BB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 6PR","54.7540459","-6.6112581"
"P1","McErlains Bakery (Magherafelt) Ltd","LoO 09/101056261 IM","ERDF","4410","N/A","9000","2009","2014","BT45 6BB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 6PR","54.7540459","-6.6112581"
"P2","McErlains Bakery (Magherafelt) Ltd","LoO 09/0641 SFA","ERDF","78250","N/A","313000","2009","2015","BT45 6BB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 6PR","54.7540459","-6.6112581"
"P1","Beam Vacuum Systems Ltd","LoO 11/0029 MIS","ERDF","7038","N/A","19772","2011","2015","BT45 6BB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.7519521","-6.5963321"
"P2","Vijay, Jagdish & Krishna Bedi T/a KK Model","LoO 09/0618 SFA","ERDF","55720","N/A","139300","2009","2015","BT45 6BL","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P2","Magherafelt District Council","Developing Business Clusters in Magherafelt","ERDF","30720","N/A","69440","2010","2015","BT45 6EN","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P2","Magherafelt District Council","Be International Programme","ERDF","33880","N/A","85260","2010","2016","BT45 6EN","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P2","Magherafelt District Council","Enterprising Magherafelt","ERDF","142812","N/A","190416","2012","2016","BT45 6EN","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P1","Windell Ltd","RD0410555  Development of Tego Range and Laminating Glass Technology","ERDF","340000","N/A","876520","2010","2016","BT45 6HJ","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.7655484","-6.6706319"
"P1","Fourds Ltd","LoO 07/1014 PPD","ERDF","6864","N/A","17160","2008","2015","BT45 7AB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P2","Fourds Ltd","LoO 08/1269 SFA","ERDF","16312","N/A","126610","2009","2015","BT45 7AB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","Rainvault Ltd","Project 1/II - Development of Novel Value Added Environmental Product to Harvest Rainwater","ERDF","46130","N/A","115325","2008","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5LD","54.770783","-6.6740133"
"P2","Homeseal (Energy Savings) Ltd","LoO 08/0960 SFA","ERDF","78000","N/A","1010496","2008","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","Fourds Ltd","LoO 10/0718 MIS","ERDF","7700","N/A","19250","2010","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P2","Fourds Ltd","LoO 09/1417 SFA","ERDF","10000","N/A","25000","2010","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","Rainvault Ltd","LoO 10/101078687 IM","ERDF","15000","N/A","30612.25","2010","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5LD","54.770783","-6.6740133"
"P1","Fourds Ltd","RD0410551  Electric Blind/Mosquito Net","ERDF","21150","N/A","47000","2010","2015","BT45 7AG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","Sperrin Metal Products Ltd","LoO 11/0661 MIS","ERDF","5873","N/A","15881","2011","2015","BT45 7AP","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.7892351","-6.7850219"
"P1","H&A; Mechanical Services Ltd","LoO 11/0539 MIS","ERDF","19166","N/A","60035","2011","2015","BT45 7EE","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","George Brownlee T/a Farmvet Systems Ltd","RD0410577","ERDF","125680","N/A","314200","2010","2015","BT45 7PD","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","The Elevate Group Ltd","LoO 08/0608 MIS","ERDF","12720","N/A","32400","2008","2015","BT45 8AB","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7AG","54.7947515","-6.7805968"
"P1","The Saville Row Holding Company Ltd","LoO 07/1051 MIS","ERDF","50000","N/A","153070","2008","2014","BT45 8AF","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5EY","54.7611517","-6.6002802"
"P2","Moyola Precision Engineering Ltd","LoO 19/06/2008 SFA","ERDF","802200","N/A","4228000","2008","2015","BT45 8AF","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8AF","54.7810189","-6.5671413"
"P1","Moyola Precision Engineering Ltd","LoO 11/1075 MIS","ERDF","25000","N/A","61310","2012","2016","BT45 8AF","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8AF","54.7810189","-6.5671413"
"P1","Asphalt Burner Services Limited","RD0812636 - Asphalt Dryer Combustion Optimizer for","ERDF","37860","N/A","75720","2012","2015","BT45 8DP","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ET","54.7731277","-6.5307588"
"P1","Fireglass Direct (Ireland) Ltd","LoO 08/0578 PPD","ERDF","35000","N/A","90842","2007","2014","BT45 8ET","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ET","54.7731277","-6.5307588"
"P2","Fireglass Direct (Ireland) Ltd","LoO 09/0782 SFA","ERDF","96800","N/A","1007895","2009","2015","BT45 8ET","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ET","54.7731277","-6.5307588"
"P1","Essential Designs (NI) Ltd","LoO 07/0908 MIS","ERDF","26141","N/A","78717","2007","2014","BT45 8HG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8HG","54.767315","-6.55133"
"P1","Essential Designs (NI) Ltd","LoO 09/101053217 IM","ERDF","15000","N/A","30612.25","2009","2015","BT45 8HG","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8HG","54.767315","-6.55133"
"P1","Bulrush Horticulture Ltd","RD0909378","ERDF","42547","N/A","170191","2009","2015","BT45 8ND","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ND","54.8230471","-6.4695589"
"P1","Bulrush Horticulture Limited","RD0812639 - Process Improvement fibre","ERDF","44744","N/A","194540","2012","2016","BT45 8ND","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ND","54.8230471","-6.4695589"
"P1","Bulrush Horticulture Ltd","RD0312006 - Peat Alternatives Development","ERDF","49408","N/A","214818","2012","2016","BT45 8ND","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8ND","54.8230471","-6.4695589"
"P1","FP McCann Limited","LoO 09/0369 MIS","ERDF","22815","N/A","76050","2009","2014","BT45 8QA","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7JU","54.7749679","-6.7674745"
"P1","FP McCann Ltd","LoO 09/101046747 IM","ERDF","15000","N/A","33840","2009","2016","BT45 8QA","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7JU","54.7749679","-6.7674745"
"P1","Windell Ltd","Project 3/II","ERDF","196920","N/A","562628.57","2008","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.7655484","-6.6706319"
"P1","Acorn IT Solutions Ltd","RD1211876  Development of an advanced Cloud-based Gun Registry and e-Commerce","ERDF","5002","N/A","10004","2011","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5LT","54.7719413","-6.6714193"
"P1","Acorn IT Solutions Ltd","LoO 11/0844 MIS","ERDF","5486","N/A","12740","2011","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5LT","54.7719413","-6.6714193"
"P1","Jungle Paintball Limited","MIS - 06/11/2012","ERDF","8375","N/A","16750","2012","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7RB","54.7136068","-6.6697891"
"P1","Vemac Engineering Ltd","RD0612577 - Excavator hedge cutter","ERDF","15152","N/A","33671","2012","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5RX","54.7611209","-6.6097921"
"P1","Premier Electrics Limited","LoO 1205/101153911 MIS","ERDF","25000","N/A","65960","2012","2015","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8JQ","54.822793","-6.5236324"
"P1","Mid-Ulster Auctions Limited","LoO 1210/101173088 MIS","ERDF","9581","N/A","28270","2012","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8DP","54.7729352","-6.5778484"
"P1","Rainvault Ltd","RD0312985","ERDF","21600","N/A","48000","2012","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5LD","54.770783","-6.6740133"
"P1","The Savile Row Holding Company Limited","LoO 1205/101148835 MIS","ERDF","25000","N/A","50000","2012","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5EY","54.7611517","-6.6002802"
"P2","Magherafelt District Council","Food Business Development Programme","ERDF","127296.75","N/A","169729","2012","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P2","Moyola Precision Engineering Limited","LoO 101128691-1 SFA","ERDF","616500","N/A","4110000","2012","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8AF","54.7810189","-6.5671413"
"P1","Beam Vacuum Systems Limited","LoO 1311/101252323 MIS","ERDF","5520","N/A","11040","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.7519521","-6.5963321"
"P1","Tobermore Concrete Products Limited","LoO 27/08/2013 MIS","ERDF","12345","N/A","24960","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 5QF","54.8144626","-6.713798"
"P2","Essential Designs (U.K.) Ltd","LoO 1301/101185369 SFA","ERDF","12000","N/A","30000","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8HG","54.767315","-6.55133"
"P2","Magherafelt District Council","How to Procure Public Sector Contracts","ERDF","31194","N/A","41592","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P2","Magherafelt District Council","Succession Planning for Family Businesses","ERDF","32091","N/A","42788","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P1","Progressive Agriculture Solutions Ltd","RD1013978Agricultural GPS and Machine Control Interface","ERDF","36778","N/A","49037","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8LQ","54.8008223","-6.5264101"
"P2","Magherafelt District Council","Be International Programme (Intro to Supply chain MGT)","ERDF","38364","N/A","51152","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P1","McErlain's Bakery (Magherafelt) Limited","LoO 1311/101257144 MIS","ERDF","25000","N/A","62302","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 6PR","54.7540459","-6.6112581"
"P2","Magherafelt District Council","Magheraflet Online","ERDF","65175","N/A","86900","2013","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45","54.755373","-6.6079805"
"P1","Moyola Precision Engineering Ltd","LoO 1404/101281619 MIS","ERDF","22444","N/A","49875","2014","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 8AF","54.7810189","-6.5671413"
"P1","F P McCann Ltd","RD1113011 Development of Storm Store Stormwater Management System","ERDF","35500","N/A","142000","2014","2016","N/A","Northern Ireland","N/A","First","Magherafelt","Magherafelt","BT45 7JU","54.7749679","-6.7674745"
"P1","Specialist Joinery Fittings Ltd","LoO 08/1142 MIS","ERDF","17550","N/A","44700","2009","2014","BT46 5BP","Northern Ireland","N/A","First","Magherafelt","Maghera","BT46","54.8483852","-6.6708398"
"P1","Specialist Joinery Fittings Limited","LoO 1212/101182326 MIS","ERDF","19623","N/A","49716","2012","2016","BT46 5BP","Northern Ireland","N/A","First","Magherafelt","Maghera","BT46","54.8483852","-6.6708398"
